headline,url,publisher,date,stock
Mid-Afternoon Market Update: Crude Oil Up 1%; Spectranetics Shares Rise Following $38.50/Share Offer From Phillips,https://www.benzinga.com/news/earnings/17/06/9666172/mid-afternoon-market-update-crude-oil-up-1-spectranetics-shares-rise-fol,Lisa Levin,2017-06-28 00:00:00,GIS
DAVID FABER Tweet: '$DG CEO tells me decision to not use stock in $FDO offer for benefit of his holders. My guess is stock included when they need to bump',https://www.benzinga.com/media/cnbc/14/08/4785997/david-faber-tweet-dg-ceo-tells-me-decision-to-not-use-stock-in-fdo-offer-fo,Charles Gross,2014-08-18 00:00:00,DG
"Morgan Stanley Tech, Media & Telecom Conference Continues Today; Presenters Include Yelp, RetailMeNot, Zynga, ARRIS, Tyler Technologies, Seagate, Viacom, 8x8, Skyworks, News Corp, ServiceNow, TrueCar, & Western Digital",https://www.benzinga.com/news/events/17/03/9112683/morgan-stanley-tech-media-telecom-conference-continues-today-presenters-in,Hal Lindon,2017-03-01 00:00:00,NWS
Banks Defy Woes To Drive Brazil ETF Higher,https://www.benzinga.com/trading-ideas/long-ideas/16/08/8348094/banks-defy-woes-to-drive-brazil-etf-higher,ETF Professor,2016-08-15 00:00:00,ITUB
"GoPro Shares Rise 17% Premarket on Solid Earnings, Guidance",https://www.benzinga.com/news/earnings/14/10/4970137/gopro-shares-rise-17-premarket-on-solid-earnings-guidance,Charles Gross,2014-10-31 00:00:00,GPRO
"Top Performing Industries For April 1, 2015",https://www.benzinga.com/news/15/04/5375873/top-performing-industries-for-april-1-2015,Lisa Levin,2015-04-01 00:00:00,BBD
"Earnings Scheduled For April 29 (WY, AXL, NWL, ITT, MRK, PBI, MI, CPN, GT, CAT, AGP, NEE, CVX, PPC, DHI, ETR, VFC)",https://www.benzinga.com/news/earnings/11/04/1042791/earnings-scheduled-for-april-29-wy-axl-nwl-itt-mrk-pbi-mi-cpn-gt-cat-agp,Lisa Levin,2011-04-29 00:00:00,ITT
Stocks That Hit 52-Week Lows On Monday,https://www.benzinga.com/news/20/02/15238306/stocks-that-hit-52-week-lows-on-monday,Lisa Levin,2020-02-03 00:00:00,DY
Stocks Hitting 52-Week Highs,https://www.benzinga.com/news/14/10/4939567/stocks-hitting-52-week-highs,Lisa Levin,2014-10-21 00:00:00,HSNI
No sign of Bank of Japan (BOJ) Governor Kuroda speech via ForexLive,https://www.benzinga.com/markets/futures/13/11/4104946/no-sign-of-bank-of-japan-boj-governor-kuroda-speech-via-forexlive,Forex Live,2013-11-24 00:00:00,FXY
"Metals Mostly Lower, Copper Higher",https://www.benzinga.com/etfs/commodities/11/08/1877285/metals-mostly-lower-copper-higher,Jonathan Chen,2011-08-23 00:00:00,PALL
"Citigroup Downgrades Continental Resources to Neutral, Lowers Price Target to $35",https://www.benzinga.com/news/19/09/14470462/citigroup-downgrades-continental-resources-to-neutral-lowers-price-target-to-35,Vick Meyer,2019-09-23 00:00:00,CLR
Alcoa Says It Proposed to Settle Alba Suit With $45M Cash Offer,https://www.benzinga.com/news/12/07/2728117/alcoa-says-it-proposed-to-settle-alba-suit-with-45m-cash-offer,Paul Quintaro,2012-07-09 00:00:00,AA
"ETF Outlook for Wednesday, November 20, 2013 (ITB, BIZD, TAN, UNG)",https://www.benzinga.com/etfs/sector-etfs/13/11/4093757/etf-outlook-for-wednesday-november-20-2013-itb-bizd-tan-ung,Matthew McCall,2013-11-20 00:00:00,HD
Technical Alert: Novavax Struggles To Distance Itself From Lows After Q2 Miss,https://www.benzinga.com/trading-ideas/technicals/16/08/8333734/technical-alert-novavax-struggles-to-distance-itself-from-low,Eddie Staley,2016-08-10 00:00:00,NVAX
"Hill Int'l Reports JV With Gomez Cajiao Y Asociados Received Contract From COMPAS For Project Mgmt Services In Cartagena, Colombia; 3-Year Contract Valued At ~$4.1M",https://www.benzinga.com/news/contracts/17/06/9582614/hill-intl-reports-jv-with-gomez-cajiao-y-asociados-received-contract-fr,Paul Quintaro,2017-06-08 00:00:00,HIL
"Bank of America Downgrades Bristol-Myers Squibb Company to Neutral, Raises PO to $39.00",https://www.benzinga.com/news/13/03/3385119/bank-of-america-downgrades-bristol-myers-squibb-company-to-neutral-raises-po-to-3,Juan Lopez,2013-03-04 00:00:00,BMY
"Wunderlich Cuts Crude Oil Price Targets, But Remain Bullish On These 5 Energy Stocks",https://www.benzinga.com/analyst-ratings/analyst-color/14/12/5085870/wunderlich-cuts-crude-oil-price-targets-but-remain-bulli,Wayne Duggan,2014-12-17 00:00:00,NGS
"Colorado Cannabis Sales Hit $1.49 Billion In 2017: Taxes Up To $247 Million, Medical Sales Down To $420 Million",https://www.benzinga.com/news/18/01/11047865/colorado-cannabis-sales-hit-1-49-billion-in-2017-taxes-up-to-247-million-medical,Javier Hasse,2018-01-18 00:00:00,INSY
12 Biggest Mid-Day Gainers For Wednesday,https://www.benzinga.com/news/16/06/8166604/12-biggest-mid-day-gainers-for-wednesday,Lisa Levin,2016-06-29 00:00:00,BAS
"Concord Medical Reports 6 Months EPS $(0.45), Sales $15.885M",https://www.benzinga.com/news/earnings/18/08/12275110/concord-medical-reports-6-months-eps-0-45-sales-15-885m,Benzinga_Newsdesk,2018-08-29 06:02:01-04:00,CCM
Gabelli Upgrades Mueller Water Products to Buy,https://www.benzinga.com/news/15/02/5213322/gabelli-upgrades-mueller-water-products-to-buy,Paul Quintaro,2015-02-05 00:00:00,MWA
U.S. Stocks Reverse; Cheetah Mobile Back In Google App Store Rankings,https://www.benzinga.com/news/earnings/14/08/4765586/u-s-stocks-reverse-cheetah-mobile-back-in-google-app-store-rankings,Garrett Cook,2014-08-07 00:00:00,EDN
"ETFs To Watch January 12, 2011 (IGOV, KOL, RSX, SIL)",https://www.benzinga.com/trading-ideas/long-ideas/11/01/772149/etfs-to-watch-january-12-2011-igov-kol-rsx-sil,ETF Professor,2011-01-12 00:00:00,MXI
Kansas City Southern Reports Q4 EPS of $.50 vs. $.57,https://www.benzinga.com/news/11/01/811693/kansas-city-southern-reports-q4-eps-of-50-vs-57,Benzinga Staff,2011-01-27 00:00:00,KSU
Why Investors Are Watching Athersys Ahead Of Stem Cell Data,https://www.benzinga.com/trading-ideas/long-ideas/15/02/5210509/why-investors-are-watching-athersys-ahead-of-stem-cell-data,Kyle Dennis,2015-02-04 00:00:00,ATHX
International Paper Company Reports Q3 EPS of $0.95 vs $0.91 Est; Revenue of $6.05B vs $6.0B Est,https://www.benzinga.com/news/earnings/14/11/4978148/international-paper-company-reports-q3-eps-of-0-95-vs-0-91-est-revenue-o,Paul Quintaro,2014-11-04 00:00:00,IP
"Stocks That Made New 52-Week Highs Earlier Include: Adobe, S&P Global, Baxter, Salesforce, Microsoft, Biogen, Becton, Norfolk Southern, Target, IHS Markit, Tiffany, Eli Lilly, Thermo Fisher, Facebook, FLIR Systems, Medtronic, and Mastercard",https://www.benzinga.com/trading-ideas/technicals/18/07/12073985/stocks-that-made-new-52-week-highs-earlier-include-adobe-s-p,Benzinga Newsdesk,2018-07-25 00:00:00,BDX
Finish Line Reports EPS of $0.30 vs. $0.30 Estimate; Sales $299.5 vs. $301.4M Estimate,https://www.benzinga.com/news/earnings/11/06/1197555/finish-line-reports-eps-of-0-30-vs-0-30-estimate-sales-299-5-vs-301-4m-e,Allie Wickman,2011-06-23 00:00:00,FINL
44 Biggest Movers From Yesterday,https://www.benzinga.com/news/18/10/12503705/44-biggest-movers-from-yesterday,Lisa Levin,2018-10-15 00:00:00,MDCA
"Social Media Outlook for Thursday May 24 (HNZ, PAY, RIMM, NTAP)",https://www.benzinga.com/news/earnings/12/05/2616574/social-media-outlook-for-thursday-may-24-hnz-pay-rimm-ntap,Social Market Analytics,2012-05-24 00:00:00,EBAY
"US Stock Futures Slightly Up After Prior Session's Rally, Crude Oil Futures Drop To $104.82 Per Barrel",https://www.benzinga.com/news/11/03/913223/us-stock-futures-slightly-up-after-prior-sessions-rally-crude-oil-futures-drop-to-,Monica Gerson,2011-03-09 00:00:00,NOK
"Ashner/Witkoff Stockholder Group Issues Letter to Fellow New York REIT Stockholders, Highlights Concern That Leadership Incentivized To Delay Liquidation And Lacks Competence To Run Successful Process",https://www.benzinga.com/news/16/08/8399823/ashnerwitkoff-stockholder-group-issues-letter-to-fellow-new-york-reit-stockholder,Paul Quintaro,2016-08-29 00:00:00,NYRT
Macy's Inc Reports Q4 EPS of $2.05 vs $1.99 Est; Revenue of $9.35B,https://www.benzinga.com/news/earnings/13/02/3366899/macys-inc-reports-q4-eps-of-2-05-vs-1-99-est-revenue-of-9-35b,Paul Quintaro,2013-02-26 00:00:00,M
Mid-Morning Market Update: Markets Open Higher; Procter & Gamble Sales Miss Views,https://www.benzinga.com/news/18/07/12108262/mid-morning-market-update-markets-open-higher-procter-gamble-sales-miss-views,Lisa Levin,2018-07-31 00:00:00,AMT
"6-K from China Mobile Shows Q1 Profit RMB23.8B, EBITDA RMB59.2B, Operating Sales RMB160.9B",https://www.benzinga.com/news/earnings/15/04/5426717/6-k-from-china-mobile-shows-q1-profit-rmb23-8b-ebitda-rmb59-2b-operating,Paul Quintaro,2015-04-21 00:00:00,CHL
Banking on Michigan: More Than Just Automation Alley,https://www.benzinga.com/trading-ideas/long-ideas/13/08/3878197/banking-on-michigan-more-than-just-automation-alley,Tim Melvin,2013-08-30 00:00:00,PNC
"Morgan Stanley Maintains Underweight on Altria Group, Raises Price Target to $49",https://www.benzinga.com/news/19/04/13537363/morgan-stanley-maintains-underweight-on-altria-group-raises-price-target-to-49,Vick Meyer,2019-04-15 00:00:00,MO
Shares of several banks and financial services companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic. The coronavirus has led to lower investment and economic activity across sectors.,https://www.benzinga.com/wiim/20/04/15717646/shares-of-several-banks-and-financial-services-companies-are-trading-lower-amid-market-weakness-as-m,Benzinga Newsdesk,2020-04-01 00:00:00,PRU
"ICYMI: Nvidia, Snap, The VIX, And MoviePass",https://www.benzinga.com/news/18/02/11163649/icymi-nvidia-snap-the-vix-and-moviepass,Taylor Cox,2018-02-08 00:00:00,HMNY
Lightpath Technologies Reports Q1 EPS $0.01 vs $-0.01 Est; Revenues $2.9M vs $3.10M Est,https://www.benzinga.com/news/earnings/12/11/3072372/lightpath-technologies-reports-q1-eps-0-01-vs-0-01-est-revenues-2-9m-vs-,Eddie Staley,2012-11-08 00:00:00,LPTH
Rogers’ Additional Stake Doesn't Change The Story For CCA In The Near Term,https://www.benzinga.com/markets/analyst-research/analyst-color/46408/rogers%E2%80%99-additional-stake-doesn-t-change-the-story-for-c,BenzingaStaff3,2009-11-27 00:00:00,CGO
"Stocks Which Set New 52-Week Low Yesterday, October 2nd",https://www.benzinga.com/trading-ideas/technicals/18/10/12452035/stocks-which-set-new-52-week-low-yesterday-october-2nd,Benzinga Newsdesk,2018-10-03 00:00:00,FSTR
"NASDAQ Stocks Hitting 52-Week Highs (NFLX, GOLD, FEIM, SCOR)",https://www.benzinga.com/trading-ideas/long-ideas/10/09/487510/nasdaq-stocks-hitting-52-week-highs-nflx-gold-feim-scor,Monica Gerson,2010-09-22 00:00:00,FEIM
Top 4 Mid-Cap Stocks In The Accident & Health Insurance Industry With The Highest Dividend Yield,https://www.benzinga.com/trading-ideas/14/01/4216435/top-4-mid-cap-stocks-in-the-accident-health-insurance-industry-with-the-,Monica Gerson,2014-01-13 00:00:00,CNO
18 Biggest Mid-Day Gainers For Tuesday,https://www.benzinga.com/news/16/08/8292406/18-biggest-mid-day-gainers-for-tuesday,Lisa Levin,2016-08-02 00:00:00,BVX
Master Of All Trades: Every Industry Jeff Bezos Has A Hand In,https://www.benzinga.com/news/17/07/9755902/master-of-all-trades-every-industry-jeff-bezos-has-a-hand-in,Shanthi Rexaline,2017-07-16 00:00:00,NFLX
"Organovo Holdings Reports Q2 EPS of $(0.06), Revenues $106K",https://www.benzinga.com/news/earnings/13/08/3830510/organovo-holdings-reports-q2-eps-of-0-06-revenues-106k,James Hunt,2013-08-12 00:00:00,ONVO
"Barclays Downgrades Entire US Autos, Auto Parts Sector to Negative, Says 'Don't Mess with Macro,' Cites Risks in China",https://www.benzinga.com/analyst-ratings/analyst-color/15/07/5676879/barclays-downgrades-entire-us-autos-auto-parts-sector-to,Paul Quintaro,2015-07-16 00:00:00,HAR
Pacific Crest Downgrades Oracle to Sector Weight,https://www.benzinga.com/news/15/10/5923019/pacific-crest-downgrades-oracle-to-sector-weight,Paul Quintaro,2015-10-19 00:00:00,ORCL
"Stifel Nicolaus Maintains Polycom at Buy, Lowers PT from $16 to $13",https://www.benzinga.com/analyst-ratings/price-target/12/07/2773263/stifel-nicolaus-maintains-polycom-at-buy-lowers-pt-from-1,Juan Lopez,2012-07-25 00:00:00,PLCM
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Tue., May 14, 2019",https://www.benzinga.com/news/19/05/13734764/benzinga-pros-top-10-most-searched-tickers-for-morning-of-tue-may-14-2019,Benzinga Newsdesk,2019-05-14 00:00:00,CPRX
"Big Lots Tanks as FBI, SEC Investigate Insider Share Sale",https://www.benzinga.com/news/12/12/3156159/big-lots-tanks-as-fbi-sec-investigate-insider-share-sale,Jeff Uscher,2012-12-07 00:00:00,BIG
Covanta Announces Completion of $1.6B of Debt Transactions,https://www.benzinga.com/news/12/04/2470235/covanta-announces-completion-of-1-6b-of-debt-transactions,Eddie Staley,2012-04-03 00:00:00,CVA
Illinois American Water Acquires Hardin County Water Company; No Terms Disclosed,https://www.benzinga.com/news/14/12/5047679/illinois-american-water-acquires-hardin-county-water-company-no-terms-disclosed,Hal Lindon,2014-12-01 00:00:00,AWK
"Shares of several precious metals companies are trading lower, potentially as investors take profits following recent strength amid the selloff in equities. NOTE: Coronavirus fears still persist and equities continue to move lower amid concerns.",https://www.benzinga.com/wiim/20/02/15440952/shares-of-several-precious-metals-companies-are-trading-lower-potentially-as-investors-take-profits,Benzinga Newsdesk,2020-02-28 00:00:00,GFI
Cubist Pharmaceuticals Announces Promotion of Steven C. Gilman (CBST),https://www.benzinga.com/news/10/09/460372/cubist-pharmaceuticals-announces-promotion-of-steven-c-gilman-cbst,Benzinga Staff,2010-09-07 00:00:00,CBST
"Benzinga's PreMarket Info Recap for August 23, 2013: Exxon Mobil Closes Positive!",https://www.benzinga.com/trading-ideas/technicals/13/08/3860939/benzingas-premarket-info-recap-for-august-23-2013-exxon-mobil,PreMarketInfo,2013-08-23 00:00:00,GPS
5 Minutes With... Agree Realty CEO Joey Agree,https://www.benzinga.com/general/education/15/12/6023880/five-minutes-with-agree-realty-ceo-joey-agree,Jim Probasco,2015-12-06 00:00:00,ADC
Obama May Offer Jobs to Wall Street Execs,https://www.benzinga.com/11/01/750369/obama-may-offer-jobs-to-wall-street-execs,webmaster,2011-01-04 00:00:00,BX
"Stocks Which Set New 52-Week Low Yesterday, September 6th",https://www.benzinga.com/trading-ideas/technicals/18/09/12324776/stocks-which-set-new-52-week-low-yesterday-september-6th,Benzinga Newsdesk,2018-09-07 00:00:00,CAJ
7 Biggest Price Target Changes For Friday,https://www.benzinga.com/analyst-ratings/price-target/17/01/8927940/7-biggest-price-target-changes-for-friday,Lisa Levin,2017-01-20 00:00:00,CHKP
"Benzinga's Daily Biotech Pulse: Sarepta's DMD Gene Therapy, Anika's Flunked Trial, Eidos To Commence Trading",https://www.benzinga.com/general/biotech/18/06/11906197/benzingas-daily-biotech-pulse-sareptas-dmd-gene-therapy-anikas-flunke,Shanthi Rexaline,2018-06-20 00:00:00,ARRY
Morningstar Reports U.S. Mutual Fund and ETF Asset Flows Through November 2010,https://www.benzinga.com/10/12/704082/morningstar-reports-u-s-mutual-fund-and-etf-asset-flows-through-november-2010,David Bettencourt,2010-12-15 00:00:00,MORN
Lindsay Corporation Acquires Claude Laval Corporation,https://www.benzinga.com/news/13/08/3845639/lindsay-corporation-acquires-claude-laval-corporation,James Hunt,2013-08-16 00:00:00,LNN
55 Biggest Movers From Yesterday,https://www.benzinga.com/news/19/06/13948462/55-biggest-movers-from-yesterday,Lisa Levin,2019-06-20 00:00:00,NBR
"Barnes Group Reports Q4 Adj. EPS $0.60 vs $0.66 Est., Sales $287M vs $308.3M Est.",https://www.benzinga.com/news/earnings/16/02/6415587/barnes-group-reports-q4-adj-eps-0-60-vs-0-66-est-sales-287m-vs-308-3m-es,Paul Quintaro,2016-02-19 00:00:00,B
"Egalet Shares Halted, News Pending",https://www.benzinga.com/news/17/11/10799872/egalet-shares-halted-news-pending,Hal Lindon,2017-11-16 00:00:00,EGLT
"ETFs To Watch August 19, 2011",https://www.benzinga.com/etfs/commodities/11/08/1868919/etfs-to-watch-august-19-2011,ETF Professor,2011-08-19 00:00:00,EPV
BioMed Realty Trust Reports Q3 EPS $0.44 Vs Est $0.40,https://www.benzinga.com/news/earnings/15/11/5964732/biomed-realty-trust-reports-q3-eps-0-44-vs-est-0-40,Eddie Staley,2015-11-05 17:12:10-04:00,BMR
Myriad Genetics Announces Launch Of riskScore Test,https://www.benzinga.com/general/biotech/17/09/10017230/myriad-genetics-announces-launch-of-riskscore-test,Hal Lindon,2017-09-05 00:00:00,MYGN
UPDATE: Wedbush Securities Cuts PT to $33 on VeriFone Systems on Poor Earnings Quality,https://www.benzinga.com/analyst-ratings/analyst-color/12/11/3134750/update-wedbush-securities-cuts-pt-to-33-on-verifone-syst,David Johnson,2012-11-30 00:00:00,PAY
Benzinga's Volume Movers,https://www.benzinga.com/news/15/08/5783595/benzingas-volume-movers,Lisa Levin,2015-08-21 10:23:53-04:00,BRLI
"US Stock Futures Slip Ahead Of Home Price, Consumer Confidence Data",https://www.benzinga.com/news/14/12/5110320/us-stock-futures-slip-ahead-of-home-price-consumer-confidence-data,Monica Gerson,2014-12-30 00:00:00,OGXI
Top 4 Small-Cap Stocks In The Foreign Regional Banks Industry With The Highest Operating Margin,https://www.benzinga.com/trading-ideas/12/07/2781022/top-4-small-cap-stocks-in-the-foreign-regional-banks-industry-with-the-h,Monica Gerson,2012-07-27 00:00:00,BFR
Stocks That Hit 52-Week Highs On Wednesday,https://www.benzinga.com/news/19/11/14895231/stocks-that-hit-52-week-highs-on-wednesday,Lisa Levin,2019-11-27 00:00:00,HIW
Soros Dissolves Stake in AMR; Takes Stake in Delphi Automotive; Dissolves Stake in Agrium; Dissolves Stake in Boeing; Dissolves Stake in KBR; Dissolves Stake in Mosaic,https://www.benzinga.com/news/12/02/2344546/soros-dissolves-stake-in-amr-takes-stake-in-delphi-automotive-dissolves-stake-in-,Eddie Staley,2012-02-14 00:00:00,DLPH
Puts Purchased on ICICI Bank Limited (IBN),https://www.benzinga.com/trading-ideas/long-ideas/11/03/949891/puts-purchased-on-icici-bank-limited-ibn,Michael J. Zerinskas,2011-03-24 00:00:00,IBN
Netki Releases Updated Face-Matching Technology for OnboardID,https://www.benzinga.com/markets/cryptocurrency/20/01/15137689/netki-releases-updated-face-matching-technology-for-onboardid,Benzinga Newsdesk,2020-01-16 00:00:00,OSTK
